ind	reg	sex	chrom	nonEnrCG	nonEnrnonCG	EnrCG	EnrnonCG
S_Oroqen-1	EastAsia	M	8	130	1651	22	167
S_Oroqen-2	EastAsia	F	8	151	1856	15	152
S_Palestinian-1	WestEurasia	M	8	146	1761	34	186
S_Palestinian-2	WestEurasia	M	8	145	1629	31	160
S_Palestinian-3	WestEurasia	F	8	133	1679	42	188
S_Pathan-1	SouthAsia	M	8	150	1757	28	179
S_Pathan-2	SouthAsia	F	8	159	1815	22	208
S_Piapoco-1	America	F	8	170	1654	27	180
S_Piapoco-2	America	F	8	145	1703	28	150
S_Pima-1	America	M	8	146	1726	30	162
S_Pima-2	America	F	8	159	1739	39	168
S_Polish-1	WestEurasia	M	8	167	1663	20	153
S_Punjabi-1	SouthAsia	M	8	156	1681	26	189
S_Punjabi-2	SouthAsia	M	8	147	1769	30	170
S_Punjabi-3	SouthAsia	F	8	157	1932	28	155
S_Punjabi-4	SouthAsia	F	8	151	1668	33	149
S_Quechua-1	America	F	8	163	1822	34	157
S_Quechua-2	America	M	8	145	1614	34	171
S_Quechua-3	America	F	8	152	1684	41	194
S_Relli-1	SouthAsia	M	8	154	1759	28	167
S_Relli-2	SouthAsia	M	8	129	1701	31	161
S_Russian-1	WestEurasia	M	8	156	1801	36	181
S_Russian-2	WestEurasia	F	8	151	1781	33	149
S_Saami-1	WestEurasia	F	8	137	1683	28	184
S_Saami-2	WestEurasia	M	8	151	1668	31	158
S_Samaritan-1	WestEurasia	M	8	141	1670	19	157
S_Sardinian-1	WestEurasia	M	8	139	1593	35	179
S_Sardinian-2	WestEurasia	F	8	134	1788	20	158
S_She-1	EastAsia	F	8	150	1783	27	183
S_She-2	EastAsia	M	8	162	1784	35	158
S_Sindhi-1	SouthAsia	M	8	155	1727	33	144
S_Sindhi-2	SouthAsia	F	8	167	1690	26	177
S_Spanish-1	WestEurasia	M	8	154	1634	29	141
S_Spanish-2	WestEurasia	F	8	150	1711	31	181
S_Surui-1	America	F	8	176	1766	32	169
S_Surui-2	America	F	8	162	1695	29	141
S_Tajik-1	WestEurasia	M	8	145	1740	33	163
S_Tajik-2	WestEurasia	M	8	139	1674	34	155
S_Thai-1	EastAsia	M	8	152	1641	27	197
S_Thai-2	EastAsia	F	8	160	1655	22	122
S_Tlingit-1	CentralAsiaSiberia	M	8	128	1707	33	169
S_Tlingit-2	CentralAsiaSiberia	F	8	150	1676	25	148
S_Tu-1	EastAsia	M	8	139	1698	29	173
S_Tu-2	EastAsia	F	8	137	1619	21	207
S_Tubalar-1	CentralAsiaSiberia	F	8	125	1652	28	161
S_Tubalar-2	CentralAsiaSiberia	F	8	122	1638	29	150
S_Tujia-1	EastAsia	M	8	142	1748	30	161
S_Tujia-2	EastAsia	F	8	140	1667	20	140
S_Turkish-1	WestEurasia	M	8	132	1791	21	167
S_Turkish-2	WestEurasia	F	8	176	1753	33	177
S_Tuscan-1	WestEurasia	F	8	145	1662	36	181
S_Tuscan-2	WestEurasia	M	8	140	1541	24	153
S_Ulchi-1	CentralAsiaSiberia	F	8	153	1650	34	174
S_Ulchi-2	CentralAsiaSiberia	F	8	137	1654	27	163
S_Uygur-1	EastAsia	F	8	130	1613	23	143
S_Uygur-2	EastAsia	M	8	130	1683	24	126
S_Xibo-1	EastAsia	M	8	136	1601	29	149
S_Xibo-2	EastAsia	M	8	156	1692	26	143
S_Yadava-1	SouthAsia	M	8	152	1791	31	169
S_Yadava-2	SouthAsia	M	8	164	1736	31	156
S_Yakut-1	CentralAsiaSiberia	F	8	136	1651	31	164
S_Yakut-2	CentralAsiaSiberia	M	8	145	1592	29	169
S_Yemenite_Jew-1	WestEurasia	F	8	140	1712	19	120
S_Yemenite_Jew-2	WestEurasia	M	8	147	1761	31	172
S_Yi-1	EastAsia	M	8	134	1555	39	189
S_Yi-2	EastAsia	F	8	130	1691	34	177
S_Zapotec-1	America	M	8	146	1703	34	167
S_Zapotec-2	America	M	8	136	1641	30	160
S_Abkhasian-1	WestEurasia	M	9	55	536	56	485
S_Abkhasian-2	WestEurasia	M	9	64	540	68	509
S_Adygei-1	WestEurasia	M	9	55	582	67	474
S_Adygei-2	WestEurasia	F	9	75	714	51	495
S_Albanian-1	WestEurasia	F	9	53	564	63	510
S_Aleut-1	CentralAsiaSiberia	M	9	57	565	60	435
S_Aleut-2	CentralAsiaSiberia	F	9	61	520	67	493
S_Altaian-1	CentralAsiaSiberia	M	9	59	556	67	450
S_Ami-1	EastAsia	M	9	73	558	63	436
S_Ami-2	EastAsia	M	9	69	576	62	461
S_Armenian-1	WestEurasia	M	9	82	660	50	449
S_Armenian-2	WestEurasia	M	9	71	633	66	455
S_Atayal-1	EastAsia	M	9	51	564	56	460
S_Balochi-1	SouthAsia	M	9	42	645	63	462
S_Balochi-2	SouthAsia	M	9	60	567	61	491
S_Basque-1	WestEurasia	M	9	63	677	71	505
S_Basque-2	WestEurasia	F	9	55	589	56	468
S_BedouinB-1	WestEurasia	M	9	71	593	66	476
S_BedouinB-2	WestEurasia	F	9	66	569	63	441
S_Bengali-1	SouthAsia	M	9	66	582	57	415
S_Bengali-2	SouthAsia	F	9	43	544	73	453
S_Bergamo-1	WestEurasia	M	9	65	634	72	465
S_Bergamo-2	WestEurasia	F	9	65	669	70	484
S_Brahmin-1	SouthAsia	M	9	53	509	53	417
S_Brahmin-2	SouthAsia	M	9	62	606	58	445
S_Brahui-1	SouthAsia	M	9	61	591	50	439
S_Brahui-2	SouthAsia	M	9	53	615	65	522
S_Bulgarian-1	WestEurasia	M	9	54	539	71	421
S_Bulgarian-2	WestEurasia	M	9	53	694	63	485
S_Burmese-1	EastAsia	M	9	63	589	65	446
S_Burmese-2	EastAsia	M	9	57	545	69	471
S_Burusho-1	SouthAsia	M	9	61	558	64	517
S_Burusho-2	SouthAsia	F	9	56	564	62	488
S_Cambodian-1	EastAsia	M	9	64	578	60	460
S_Cambodian-2	EastAsia	F	9	57	611	49	471
S_Chane-1	America	M	9	66	549	65	414
S_Chechen-1	WestEurasia	M	9	58	589	53	453
S_Chukchi-1	CentralAsiaSiberia	M	9	42	544	58	417
S_Czech-2	WestEurasia	M	9	59	590	62	503
S_Dai-1	EastAsia	F	9	52	548	62	472
S_Dai-2	EastAsia	M	9	60	532	65	434
S_Dai-3	EastAsia	F	9	55	565	63	468
S_Daur-2	EastAsia	F	9	49	591	44	420
S_Druze-1	WestEurasia	F	9	49	585	72	474
S_Druze-2	WestEurasia	M	9	50	580	45	434
S_English-1	WestEurasia	M	9	58	578	71	457
S_English-2	WestEurasia	F	9	61	620	60	446
S_Eskimo_Chaplin-1	CentralAsiaSiberia	M	9	59	588	59	436
S_Eskimo_Naukan-1	CentralAsiaSiberia	F	9	58	541	55	412
S_Eskimo_Naukan-2	CentralAsiaSiberia	F	9	65	578	56	461
S_Eskimo_Sireniki-1	CentralAsiaSiberia	M	9	43	552	84	470
S_Eskimo_Sireniki-2	CentralAsiaSiberia	F	9	63	529	61	435
S_Estonian-1	WestEurasia	M	9	46	573	71	461
S_Estonian-2	WestEurasia	M	9	56	606	53	424
S_Even-1	CentralAsiaSiberia	F	9	68	589	67	465
S_Even-2	CentralAsiaSiberia	M	9	59	547	60	426
S_Even-3	CentralAsiaSiberia	F	9	78	566	54	458
S_Finnish-1	WestEurasia	F	9	53	550	61	416
S_Finnish-2	WestEurasia	M	9	73	636	69	535
S_Finnish-3	WestEurasia	M	9	60	540	64	448
S_French-1	WestEurasia	M	9	47	619	60	461
S_French-2	WestEurasia	F	9	72	610	77	494
S_Georgian-1	WestEurasia	M	9	55	614	67	497
S_Georgian-2	WestEurasia	M	9	48	529	62	488
S_Greek-1	WestEurasia	M	9	58	597	65	475
S_Greek-2	WestEurasia	M	9	55	534	76	507
S_Han-1	EastAsia	F	9	55	542	66	417
S_Han-2	EastAsia	M	9	51	539	62	403
S_Hazara-1	SouthAsia	M	9	62	588	62	468
S_Hazara-2	SouthAsia	M	9	67	653	50	473
S_Hezhen-1	EastAsia	M	9	58	534	74	459
S_Hezhen-2	EastAsia	F	9	53	612	57	469
S_Hungarian-1	WestEurasia	F	9	53	594	57	483
S_Hungarian-2	WestEurasia	M	9	45	575	48	407
S_Icelandic-1	WestEurasia	F	9	63	585	71	492
S_Icelandic-2	WestEurasia	F	9	62	666	72	477
S_Iranian-1	WestEurasia	M	9	54	538	73	507
S_Iranian-2	WestEurasia	M	9	61	634	60	479
S_Iraqi_Jew-1	WestEurasia	F	9	56	531	66	516
S_Iraqi_Jew-2	WestEurasia	M	9	49	564	54	502
S_Irula-1	SouthAsia	M	9	53	659	71	432
S_Irula-2	SouthAsia	M	9	52	580	57	434
S_Itelman-1	CentralAsiaSiberia	F	9	68	591	58	407
S_Japanese-1	EastAsia	M	9	52	567	63	467
S_Japanese-2	EastAsia	F	9	57	574	60	437
S_Japanese-3	EastAsia	M	9	45	532	48	456
S_Jordanian-1	WestEurasia	M	9	55	586	60	512
S_Jordanian-2	WestEurasia	M	9	52	624	65	516
S_Jordanian-3	WestEurasia	M	9	81	574	54	416
S_Kalash-1	SouthAsia	M	9	59	612	56	449
S_Kalash-2	SouthAsia	F	9	61	707	54	469
S_Kapu-1	SouthAsia	M	9	66	609	53	456
S_Kapu-2	SouthAsia	M	9	73	675	61	470
S_Karitiana-1	America	M	9	57	581	47	426
S_Karitiana-2	America	F	9	58	569	52	407
S_Khonda_Dora-1	SouthAsia	M	9	45	553	61	455
S_Kinh-1	EastAsia	F	9	54	550	54	463
S_Kinh-2	EastAsia	M	9	67	584	63	469
S_Korean-1	EastAsia	M	9	47	576	64	449
S_Korean-2	EastAsia	F	9	53	549	69	518
S_Kusunda-1	SouthAsia	M	9	57	552	65	430
S_Kusunda-2	SouthAsia	M	9	54	574	62	487
S_Kyrgyz-1	CentralAsiaSiberia	M	9	46	550	56	427
S_Kyrgyz-2	CentralAsiaSiberia	F	9	53	547	64	428
S_Lahu-1	EastAsia	F	9	66	553	73	462
S_Lahu-2	EastAsia	M	9	55	620	57	487
S_Lezgin-1	WestEurasia	M	9	69	570	72	477
S_Lezgin-2	WestEurasia	M	9	53	491	60	493
S_Madiga-1	SouthAsia	M	9	65	609	59	510
S_Madiga-2	SouthAsia	M	9	63	570	56	428
S_Makrani-1	SouthAsia	M	9	55	591	58	440
S_Makrani-2	SouthAsia	F	9	57	583	61	458
S_Mala-2	SouthAsia	M	9	55	621	53	477
S_Mala-3	SouthAsia	M	9	56	510	62	444
S_Mansi-1	CentralAsiaSiberia	M	9	51	589	59	460
S_Mansi-2	CentralAsiaSiberia	F	9	59	662	70	456
S_Mayan-1	America	F	9	73	579	67	415
S_Mayan-2	America	F	9	56	542	68	418
S_Miao-1	EastAsia	M	9	61	565	52	486
S_Miao-2	EastAsia	F	9	61	556	64	429
S_Mixe-2	America	F	9	65	557	58	434
S_Mixe-3	America	F	9	62	507	48	397
S_Mixtec-1	America	M	9	63	614	62	453
S_Mixtec-2	America	F	9	61	548	58	436
S_Mongola-1	CentralAsiaSiberia	M	9	60	552	61	439
S_Mongola-2	CentralAsiaSiberia	F	9	58	531	77	484
S_Naxi-1	EastAsia	M	9	58	590	65	441
S_Naxi-2	EastAsia	F	9	59	573	63	465
S_Naxi-3	EastAsia	F	9	52	565	70	478
S_North_Ossetian-1	WestEurasia	M	9	55	594	69	494
S_North_Ossetian-2	WestEurasia	M	9	63	549	57	492
S_Norwegian-1	WestEurasia	F	9	56	615	71	487
S_Orcadian-1	WestEurasia	M	9	64	670	74	466
S_Orcadian-2	WestEurasia	F	9	58	571	66	470
S_Oroqen-1	EastAsia	M	9	49	534	61	454
S_Oroqen-2	EastAsia	F	9	53	587	60	455
S_Palestinian-1	WestEurasia	M	9	65	596	63	474
S_Palestinian-2	WestEurasia	M	9	60	565	58	489
S_Palestinian-3	WestEurasia	F	9	61	597	57	444
S_Pathan-1	SouthAsia	M	9	55	548	54	485
S_Pathan-2	SouthAsia	F	9	67	508	68	453
S_Piapoco-1	America	F	9	53	588	51	498
S_Piapoco-2	America	F	9	59	496	57	401
S_Pima-1	America	M	9	39	576	68	459
S_Pima-2	America	F	9	56	615	74	461
S_Polish-1	WestEurasia	M	9	46	595	75	493
S_Punjabi-1	SouthAsia	M	9	57	703	46	490
S_Punjabi-2	SouthAsia	M	9	54	526	56	445
S_Punjabi-3	SouthAsia	F	9	65	611	67	429
S_Punjabi-4	SouthAsia	F	9	48	541	54	491
S_Quechua-1	America	F	9	53	529	71	460
S_Quechua-2	America	M	9	58	543	61	452
S_Quechua-3	America	F	9	47	514	63	425
S_Relli-1	SouthAsia	M	9	61	612	64	430
S_Relli-2	SouthAsia	M	9	70	642	54	440
S_Russian-1	WestEurasia	M	9	55	590	55	448
S_Russian-2	WestEurasia	F	9	67	568	50	443
S_Saami-1	WestEurasia	F	9	51	577	62	424
S_Saami-2	WestEurasia	M	9	56	560	74	463
S_Samaritan-1	WestEurasia	M	9	55	503	52	489
S_Sardinian-1	WestEurasia	M	9	59	541	57	464
S_Sardinian-2	WestEurasia	F	9	59	601	70	467
S_She-1	EastAsia	F	9	63	574	58	482
S_She-2	EastAsia	M	9	56	588	51	464
S_Sindhi-1	SouthAsia	M	9	88	625	63	473
S_Sindhi-2	SouthAsia	F	9	51	613	59	431
S_Spanish-1	WestEurasia	M	9	47	551	46	458
S_Spanish-2	WestEurasia	F	9	51	622	72	507
S_Surui-1	America	F	9	57	554	67	449
S_Surui-2	America	F	9	65	551	67	427
S_Tajik-1	WestEurasia	M	9	52	541	66	469
S_Tajik-2	WestEurasia	M	9	63	610	77	445
S_Thai-1	EastAsia	M	9	64	584	63	454
S_Thai-2	EastAsia	F	9	58	516	62	466
S_Tlingit-1	CentralAsiaSiberia	M	9	52	597	54	448
S_Tlingit-2	CentralAsiaSiberia	F	9	54	562	58	420
S_Tu-1	EastAsia	M	9	65	576	78	491
S_Tu-2	EastAsia	F	9	59	564	60	430
S_Tubalar-1	CentralAsiaSiberia	F	9	50	646	63	452
S_Tubalar-2	CentralAsiaSiberia	F	9	65	581	43	452
S_Tujia-1	EastAsia	M	9	40	558	62	462
S_Tujia-2	EastAsia	F	9	48	513	77	459
S_Turkish-1	WestEurasia	M	9	56	616	73	465
S_Turkish-2	WestEurasia	F	9	60	552	66	442
S_Tuscan-1	WestEurasia	F	9	64	581	56	466
S_Tuscan-2	WestEurasia	M	9	57	551	65	475
S_Ulchi-1	CentralAsiaSiberia	F	9	50	565	65	437
S_Ulchi-2	CentralAsiaSiberia	F	9	48	535	54	440
S_Uygur-1	EastAsia	F	9	48	526	62	443
S_Uygur-2	EastAsia	M	9	53	557	59	506
S_Xibo-1	EastAsia	M	9	55	543	60	432
S_Xibo-2	EastAsia	M	9	62	556	79	432
S_Yadava-1	SouthAsia	M	9	65	600	69	447
S_Yadava-2	SouthAsia	M	9	53	565	69	462
S_Yakut-1	CentralAsiaSiberia	F	9	53	540	53	380
S_Yakut-2	CentralAsiaSiberia	M	9	42	566	67	444
S_Yemenite_Jew-1	WestEurasia	F	9	61	606	47	504
S_Yemenite_Jew-2	WestEurasia	M	9	55	565	63	459
S_Yi-1	EastAsia	M	9	56	534	70	442
S_Yi-2	EastAsia	F	9	51	501	53	457
S_Zapotec-1	America	M	9	71	543	62	417
S_Zapotec-2	America	M	9	69	534	64	452
S_Abkhasian-1	WestEurasia	M	10	95	1228	4	92
S_Abkhasian-2	WestEurasia	M	10	98	1168	15	142
S_Adygei-1	WestEurasia	M	10	125	1321	11	155
S_Adygei-2	WestEurasia	F	10	106	1204	8	101
S_Albanian-1	WestEurasia	F	10	92	1125	12	92
S_Aleut-1	CentralAsiaSiberia	M	10	91	1169	14	102
S_Aleut-2	CentralAsiaSiberia	F	10	93	1188	7	109
S_Altaian-1	CentralAsiaSiberia	M	10	96	1119	9	89
S_Ami-1	EastAsia	M	10	100	1205	8	104
S_Ami-2	EastAsia	M	10	103	1155	9	126
S_Armenian-1	WestEurasia	M	10	89	1161	11	140
S_Armenian-2	WestEurasia	M	10	98	1186	11	108
S_Atayal-1	EastAsia	M	10	89	1146	9	103
S_Balochi-1	SouthAsia	M	10	88	1119	15	146
S_Balochi-2	SouthAsia	M	10	92	1172	15	95
S_Basque-1	WestEurasia	M	10	101	1242	6	112
S_Basque-2	WestEurasia	F	10	108	1124	7	109
S_BedouinB-1	WestEurasia	M	10	85	1108	6	132
S_BedouinB-2	WestEurasia	F	10	106	1069	4	115
S_Bengali-1	SouthAsia	M	10	96	1180	14	147
S_Bengali-2	SouthAsia	F	10	97	1147	9	82
S_Bergamo-1	WestEurasia	M	10	97	1305	12	143
S_Bergamo-2	WestEurasia	F	10	105	1218	9	109
S_Brahmin-1	SouthAsia	M	10	95	1168	8	111
S_Brahmin-2	SouthAsia	M	10	89	1206	4	95
S_Brahui-1	SouthAsia	M	10	103	1129	9	83
S_Brahui-2	SouthAsia	M	10	88	1178	10	113
S_Bulgarian-1	WestEurasia	M	10	82	1221	8	88
S_Bulgarian-2	WestEurasia	M	10	116	1179	8	93
S_Burmese-1	EastAsia	M	10	104	1187	12	140
S_Burmese-2	EastAsia	M	10	101	1247	12	101
S_Burusho-1	SouthAsia	M	10	80	1096	11	123
S_Burusho-2	SouthAsia	F	10	114	1200	8	112
S_Cambodian-1	EastAsia	M	10	102	1150	12	111
S_Cambodian-2	EastAsia	F	10	105	1126	5	99
S_Chane-1	America	M	10	73	1110	13	107
S_Chechen-1	WestEurasia	M	10	106	1190	2	104
S_Chukchi-1	CentralAsiaSiberia	M	10	70	1158	4	115
S_Czech-2	WestEurasia	M	10	95	1162	10	140
S_Dai-1	EastAsia	F	10	90	1174	9	135
S_Dai-2	EastAsia	M	10	87	1138	13	120
S_Dai-3	EastAsia	F	10	99	1072	5	111
S_Daur-2	EastAsia	F	10	103	1136	10	110
S_Druze-1	WestEurasia	F	10	95	1189	7	89
S_Druze-2	WestEurasia	M	10	79	1221	13	133
S_English-1	WestEurasia	M	10	102	1325	10	114
S_English-2	WestEurasia	F	10	89	1182	8	128
S_Eskimo_Chaplin-1	CentralAsiaSiberia	M	10	96	1138	7	91
S_Eskimo_Naukan-1	CentralAsiaSiberia	F	10	83	1100	6	110
S_Eskimo_Naukan-2	CentralAsiaSiberia	F	10	118	1328	11	109
S_Eskimo_Sireniki-1	CentralAsiaSiberia	M	10	117	1182	11	106
S_Eskimo_Sireniki-2	CentralAsiaSiberia	F	10	87	1151	8	96
S_Estonian-1	WestEurasia	M	10	105	1156	9	127
S_Estonian-2	WestEurasia	M	10	78	1153	9	119
S_Even-1	CentralAsiaSiberia	F	10	89	1074	12	96
S_Even-2	CentralAsiaSiberia	M	10	77	1031	12	116
S_Even-3	CentralAsiaSiberia	F	10	124	1226	10	92
S_Finnish-1	WestEurasia	F	10	86	1059	10	125
S_Finnish-2	WestEurasia	M	10	102	1158	13	145
S_Finnish-3	WestEurasia	M	10	88	1107	8	117
S_French-1	WestEurasia	M	10	85	1134	8	108
S_French-2	WestEurasia	F	10	97	1285	2	96
S_Georgian-1	WestEurasia	M	10	106	1232	14	124
S_Georgian-2	WestEurasia	M	10	87	1190	12	147
S_Greek-1	WestEurasia	M	10	119	1225	6	136
S_Greek-2	WestEurasia	M	10	105	1106	14	112
S_Han-1	EastAsia	F	10	94	1201	13	96
S_Han-2	EastAsia	M	10	91	1105	10	104
S_Hazara-1	SouthAsia	M	10	98	1137	10	87
S_Hazara-2	SouthAsia	M	10	109	1200	7	104
S_Hezhen-1	EastAsia	M	10	96	1084	6	116
S_Hezhen-2	EastAsia	F	10	95	1284	10	129
S_Hungarian-1	WestEurasia	F	10	95	1189	8	98
S_Hungarian-2	WestEurasia	M	10	108	1257	9	111
S_Icelandic-1	WestEurasia	F	10	86	1191	12	113
S_Icelandic-2	WestEurasia	F	10	90	1140	8	114
S_Iranian-1	WestEurasia	M	10	98	1263	10	110
S_Iranian-2	WestEurasia	M	10	83	1153	9	116
S_Iraqi_Jew-1	WestEurasia	F	10	95	1172	9	120
S_Iraqi_Jew-2	WestEurasia	M	10	98	1272	18	131
S_Irula-1	SouthAsia	M	10	99	1174	10	124
S_Irula-2	SouthAsia	M	10	94	1201	12	102
S_Itelman-1	CentralAsiaSiberia	F	10	90	1117	16	148
S_Japanese-1	EastAsia	M	10	86	1225	12	105
S_Japanese-2	EastAsia	F	10	91	1200	10	100
S_Japanese-3	EastAsia	M	10	115	1209	11	122
S_Jordanian-1	WestEurasia	M	10	94	1081	17	158
S_Jordanian-2	WestEurasia	M	10	94	1139	12	131
S_Jordanian-3	WestEurasia	M	10	91	1296	9	99
S_Kalash-1	SouthAsia	M	10	87	1059	8	105
S_Kalash-2	SouthAsia	F	10	105	1230	14	108
S_Kapu-1	SouthAsia	M	10	80	1194	8	102
S_Kapu-2	SouthAsia	M	10	104	1205	14	128
S_Karitiana-1	America	M	10	86	1108	15	79
S_Karitiana-2	America	F	10	80	1096	13	107
S_Khonda_Dora-1	SouthAsia	M	10	91	1215	5	85
S_Kinh-1	EastAsia	F	10	92	1182	7	126
S_Kinh-2	EastAsia	M	10	102	1245	10	100
S_Korean-1	EastAsia	M	10	100	1229	11	115
S_Korean-2	EastAsia	F	10	98	1165	13	103
S_Kusunda-1	SouthAsia	M	10	80	1091	10	86
S_Kusunda-2	SouthAsia	M	10	86	1170	10	96
S_Kyrgyz-1	CentralAsiaSiberia	M	10	85	1055	11	114
S_Kyrgyz-2	CentralAsiaSiberia	F	10	83	1159	8	106
S_Lahu-1	EastAsia	F	10	94	1129	5	89
S_Lahu-2	EastAsia	M	10	106	1138	8	101
S_Lezgin-1	WestEurasia	M	10	108	1280	14	159
S_Lezgin-2	WestEurasia	M	10	95	1192	10	116
S_Madiga-1	SouthAsia	M	10	90	1137	10	112
S_Madiga-2	SouthAsia	M	10	107	1188	10	107
S_Makrani-1	SouthAsia	M	10	94	1142	15	133
S_Makrani-2	SouthAsia	F	10	93	1080	7	99
S_Mala-2	SouthAsia	M	10	94	1071	17	126
S_Mala-3	SouthAsia	M	10	87	1149	15	120
S_Mansi-1	CentralAsiaSiberia	M	10	95	1144	9	99
S_Mansi-2	CentralAsiaSiberia	F	10	113	1169	13	86
S_Mayan-1	America	F	10	76	1134	11	118
S_Mayan-2	America	F	10	75	1079	13	102
S_Miao-1	EastAsia	M	10	75	1080	12	111
S_Miao-2	EastAsia	F	10	100	1196	13	120
S_Mixe-2	America	F	10	85	1153	12	92
S_Mixe-3	America	F	10	97	1151	15	99
S_Mixtec-1	America	M	10	83	1022	15	91
S_Mixtec-2	America	F	10	101	1147	10	119
S_Mongola-1	CentralAsiaSiberia	M	10	98	1292	10	112
S_Mongola-2	CentralAsiaSiberia	F	10	100	1181	10	99
S_Naxi-1	EastAsia	M	10	97	1253	11	108
S_Naxi-2	EastAsia	F	10	93	1189	16	123
S_Naxi-3	EastAsia	F	10	98	1180	8	109
S_North_Ossetian-1	WestEurasia	M	10	102	1246	8	120
S_North_Ossetian-2	WestEurasia	M	10	93	1152	7	90
S_Norwegian-1	WestEurasia	F	10	94	1211	15	122
S_Orcadian-1	WestEurasia	M	10	101	1255	10	132
S_Orcadian-2	WestEurasia	F	10	89	1164	13	110
S_Oroqen-1	EastAsia	M	10	98	1098	3	72
S_Oroqen-2	EastAsia	F	10	94	1041	15	122
S_Palestinian-1	WestEurasia	M	10	90	1128	15	130
S_Palestinian-2	WestEurasia	M	10	106	1177	16	134
S_Palestinian-3	WestEurasia	F	10	93	1020	15	87
S_Pathan-1	SouthAsia	M	10	111	1195	12	100
S_Pathan-2	SouthAsia	F	10	84	1086	10	142
S_Piapoco-1	America	F	10	91	1115	6	104
S_Piapoco-2	America	F	10	87	1125	10	92
S_Pima-1	America	M	10	84	1112	9	118
S_Pima-2	America	F	10	78	1072	8	109
S_Polish-1	WestEurasia	M	10	100	1196	15	144
S_Punjabi-1	SouthAsia	M	10	110	1175	5	90
S_Punjabi-2	SouthAsia	M	10	91	1086	9	90
S_Punjabi-3	SouthAsia	F	10	81	1187	5	101
S_Punjabi-4	SouthAsia	F	10	89	1150	8	99
S_Quechua-1	America	F	10	90	1172	10	122
S_Quechua-2	America	M	10	113	1137	16	115
S_Quechua-3	America	F	10	90	1085	7	107
S_Relli-1	SouthAsia	M	10	96	1216	6	109
S_Relli-2	SouthAsia	M	10	101	1197	13	112
S_Russian-1	WestEurasia	M	10	92	1204	9	138
S_Russian-2	WestEurasia	F	10	91	1259	12	110
S_Saami-1	WestEurasia	F	10	103	1303	6	107
S_Saami-2	WestEurasia	M	10	110	1219	13	141
S_Samaritan-1	WestEurasia	M	10	81	1118	13	121
S_Sardinian-1	WestEurasia	M	10	100	1363	10	106
S_Sardinian-2	WestEurasia	F	10	99	1258	8	111
S_She-1	EastAsia	F	10	100	1175	11	117
S_She-2	EastAsia	M	10	80	1169	9	110
S_Sindhi-1	SouthAsia	M	10	104	1152	16	115
S_Sindhi-2	SouthAsia	F	10	95	1133	18	111
S_Spanish-1	WestEurasia	M	10	96	1201	11	104
S_Spanish-2	WestEurasia	F	10	88	1244	6	89
S_Surui-1	America	F	10	85	1093	14	134
S_Surui-2	America	F	10	97	1166	15	98
S_Tajik-1	WestEurasia	M	10	87	1162	9	104
S_Tajik-2	WestEurasia	M	10	96	1115	12	134
S_Thai-1	EastAsia	M	10	87	1200	5	98
S_Thai-2	EastAsia	F	10	104	1232	10	102
S_Tlingit-1	CentralAsiaSiberia	M	10	93	1148	13	138
S_Tlingit-2	CentralAsiaSiberia	F	10	84	1123	8	107
S_Tu-1	EastAsia	M	10	108	1171	12	111
S_Tu-2	EastAsia	F	10	86	1204	11	124
S_Tubalar-1	CentralAsiaSiberia	F	10	100	1237	9	111
S_Tubalar-2	CentralAsiaSiberia	F	10	101	1233	11	115
S_Tujia-1	EastAsia	M	10	95	1198	10	112
S_Tujia-2	EastAsia	F	10	91	1141	8	94
S_Turkish-1	WestEurasia	M	10	100	1218	14	126
S_Turkish-2	WestEurasia	F	10	94	1182	14	101
S_Tuscan-1	WestEurasia	F	10	101	1214	18	176
S_Tuscan-2	WestEurasia	M	10	113	1077	13	130
S_Ulchi-1	CentralAsiaSiberia	F	10	101	1140	15	107
S_Ulchi-2	CentralAsiaSiberia	F	10	102	1132	16	99
S_Uygur-1	EastAsia	F	10	98	1091	8	102
S_Uygur-2	EastAsia	M	10	98	1188	8	103
S_Xibo-1	EastAsia	M	10	98	1133	18	103
S_Xibo-2	EastAsia	M	10	88	1105	9	80
S_Yadava-1	SouthAsia	M	10	97	1116	11	110
S_Yadava-2	SouthAsia	M	10	91	1140	8	121
S_Yakut-1	CentralAsiaSiberia	F	10	91	1062	5	111
S_Yakut-2	CentralAsiaSiberia	M	10	95	1244	10	105
S_Yemenite_Jew-1	WestEurasia	F	10	100	1067	12	124
S_Yemenite_Jew-2	WestEurasia	M	10	95	1162	11	108
S_Yi-1	EastAsia	M	10	108	1117	6	94
S_Yi-2	EastAsia	F	10	78	1157	9	87
S_Zapotec-1	America	M	10	87	1075	13	90
S_Zapotec-2	America	M	10	78	1028	14	106
S_Abkhasian-1	WestEurasia	M	11	99	1014	7	98
S_Abkhasian-2	WestEurasia	M	11	113	1034	12	132
S_Adygei-1	WestEurasia	M	11	103	1066	12	103
S_Adygei-2	WestEurasia	F	11	105	1100	5	93
S_Albanian-1	WestEurasia	F	11	98	1076	10	125
S_Aleut-1	CentralAsiaSiberia	M	11	119	1048	9	114
S_Aleut-2	CentralAsiaSiberia	F	11	114	1020	17	132
S_Altaian-1	CentralAsiaSiberia	M	11	102	988	8	124
S_Ami-1	EastAsia	M	11	89	911	9	93
S_Ami-2	EastAsia	M	11	103	942	22	146
S_Armenian-1	WestEurasia	M	11	113	1095	13	113
S_Armenian-2	WestEurasia	M	11	123	1076	13	164
